"Name","BQ Project","BQ Dataset","BQ Table","Full ID","Program","Category","Reference Genome","Source","Data Type","Exp. Strategy","Status","Rows","Created","Example Joins","Description","Labels","Fields"
"AML GILTERITINIB TIMECOURSE PROTEOME","isb-cgc-bq","CPTAC","quant_proteome_AML_gilteritinib_timecourse_pdc_current","`isb-cgc-bq.CPTAC.quant_proteome_AML_gilteritinib_timecourse_pdc_current`","CPTAC3","PROCESSED -OMICS DATA","","PDC","PROTEIN EXPRESSION","","CURRENT","207,930","2/27/2023","","Normalized log2ratio protein abundance estimates for the AML Gilteritinib TimeCourse -  Proteome study (PDC Study ID: PDC000316) was extracted using PDC API V2.16 in February 2023. These data are part of the CPTAC project. More information on the pipeline and the results generated by it can be found here: https://pdc.cancer.gov/data-dictionary/harmonization.html","access:open, category:processed_-omics_data, data_type:protein_expression, program:cptac3, source:pdc, status:current","case_id, sample_id, aliquot_id, aliquot_submitter_id, aliquot_run_metadata_id, study_name, protein_abundance_log2ratio, gene_id, gene_symbol, NCBI_gene_id, authority, authority_gene_id, gene_description, organism, chromosome, locus, uniprotkb_id, uniprotkb_ids, proteins, assays,"
"AML GILTERITINIB TIMECOURSE PROTEOME V2_16 VERSIONED","isb-cgc-bq","CPTAC_versioned","quant_proteome_AML_gilteritinib_timecourse_pdc_V2_16","`isb-cgc-bq.CPTAC_versioned.quant_proteome_AML_gilteritinib_timecourse_pdc_V2_16`","CPTAC3","PROCESSED -OMICS DATA","","PDC","PROTEIN EXPRESSION","","CURRENT","207,930","2/27/2023","","Normalized log2ratio protein abundance estimates for the AML Gilteritinib TimeCourse -  Proteome study (PDC Study ID: PDC000316) was extracted using PDC API V2.16 in February 2023. These data are part of the CPTAC project. More information on the pipeline and the results generated by it can be found here: https://pdc.cancer.gov/data-dictionary/harmonization.html","access:open, category:processed_-omics_data, data_type:protein_expression, program:cptac3, source:pdc, status:current","case_id, sample_id, aliquot_id, aliquot_submitter_id, aliquot_run_metadata_id, study_name, protein_abundance_log2ratio, gene_id, gene_symbol, NCBI_gene_id, authority, authority_gene_id, gene_description, organism, chromosome, locus, uniprotkb_id, uniprotkb_ids, proteins, assays,"
"AML QUIZARTINIB RESISTANCE PHOSPHOPROTEOME","isb-cgc-bq","CPTAC","quant_phosphoproteome_AML_quizartinib_resistance_pdc_current","`isb-cgc-bq.CPTAC.quant_phosphoproteome_AML_quizartinib_resistance_pdc_current`","CPTAC3","PROCESSED -OMICS DATA","","PDC","PHOSPHOPROTEOME","","CURRENT","141,060","9/23/2022","","Normalized log2ratio protein abundance estimates for the AML Quizartinib Resistance -  Phosphoproteome study (PDC Study ID: PDC000320) was extracted using PDC API V2.10 in August 2022. These data are part of the CPTAC project. More information on the pipeline and the results generated by it can be found here: https://pdc.cancer.gov/data-dictionary/harmonization.html","access:open, category:processed_-omics_data, data_type:phosphoproteome, program:cptac3, source:pdc, status:current","case_id, sample_id, aliquot_id, aliquot_submitter_id, aliquot_run_metadata_id, study_name, protein_abundance_log2ratio, refseq_id, phosphorylation_sites,"
"AML QUIZARTINIB RESISTANCE PHOSPHOPROTEOME V2_10 VERSIONED","isb-cgc-bq","CPTAC_versioned","quant_phosphoproteome_AML_quizartinib_resistance_pdc_V2_10","`isb-cgc-bq.CPTAC_versioned.quant_phosphoproteome_AML_quizartinib_resistance_pdc_V2_10`","CPTAC3","PROCESSED -OMICS DATA","","PDC","PHOSPHOPROTEOME","","CURRENT","141,060","9/23/2022","","Normalized log2ratio protein abundance estimates for the AML Quizartinib Resistance -  Phosphoproteome study (PDC Study ID: PDC000320) was extracted using PDC API V2.10 in August 2022. These data are part of the CPTAC project. More information on the pipeline and the results generated by it can be found here: https://pdc.cancer.gov/data-dictionary/harmonization.html","access:open, category:processed_-omics_data, data_type:phosphoproteome, program:cptac3, source:pdc, status:current","case_id, sample_id, aliquot_id, aliquot_submitter_id, aliquot_run_metadata_id, study_name, protein_abundance_log2ratio, refseq_id, phosphorylation_sites,"
"AML QUIZARTINIB RESISTANCE PROTEOME","isb-cgc-bq","CPTAC","quant_proteome_AML_quizartinib_resistance_pdc_current","`isb-cgc-bq.CPTAC.quant_proteome_AML_quizartinib_resistance_pdc_current`","CPTAC3","PROCESSED -OMICS DATA","","PDC","PROTEIN EXPRESSION","","CURRENT","123,960","2/27/2023","","Normalized log2ratio protein abundance estimates for the AML Quizartinib Resistance -  Proteome study (PDC Study ID: PDC000317) was extracted using PDC API V2.16 in February 2023. These data are part of the CPTAC project. More information on the pipeline and the results generated by it can be found here: https://pdc.cancer.gov/data-dictionary/harmonization.html","access:open, category:processed_-omics_data, data_type:protein_expression, program:cptac3, source:pdc, status:current","case_id, sample_id, aliquot_id, aliquot_submitter_id, aliquot_run_metadata_id, study_name, protein_abundance_log2ratio, gene_id, gene_symbol, NCBI_gene_id, authority, authority_gene_id, gene_description, organism, chromosome, locus, uniprotkb_id, uniprotkb_ids, proteins, assays,"
"AML QUIZARTINIB RESISTANCE PROTEOME V2_16 VERSIONED","isb-cgc-bq","CPTAC_versioned","quant_proteome_AML_quizartinib_resistance_pdc_V2_16","`isb-cgc-bq.CPTAC_versioned.quant_proteome_AML_quizartinib_resistance_pdc_V2_16`","CPTAC3","PROCESSED -OMICS DATA","","PDC","PROTEIN EXPRESSION","","CURRENT","123,960","2/27/2023","","Normalized log2ratio protein abundance estimates for the AML Quizartinib Resistance -  Proteome study (PDC Study ID: PDC000317) was extracted using PDC API V2.16 in February 2023. These data are part of the CPTAC project. More information on the pipeline and the results generated by it can be found here: https://pdc.cancer.gov/data-dictionary/harmonization.html","access:open, category:processed_-omics_data, data_type:protein_expression, program:cptac3, source:pdc, status:current","case_id, sample_id, aliquot_id, aliquot_submitter_id, aliquot_run_metadata_id, study_name, protein_abundance_log2ratio, gene_id, gene_symbol, NCBI_gene_id, authority, authority_gene_id, gene_description, organism, chromosome, locus, uniprotkb_id, uniprotkb_ids, proteins, assays,"
"APOLLO CLINICAL DATA","isb-cgc-bq","APOLLO","clinical_diagnosis_treatment_gdc_current","`isb-cgc-bq.APOLLO.clinical_diagnosis_treatment_gdc_current`","APOLLO","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","84","12/13/2023","","Data for the APOLLO program was extracted by CDA using the GDC API in September 2023. This table contains information about APOLLO patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:apollo, source_0:cda, source_1:gdc, status:current","diag__treat__treatment_id, diag__diagnosis_id, case_id, diag__treat__treatment_type, diag__treat__treatment_intent_type, diag__treat__state, diag__treat__created_datetime, diag__treat__updated_datetime,"
"APOLLO CLINICAL DATA","isb-cgc-bq","APOLLO","clinical_follow_up_gdc_current","`isb-cgc-bq.APOLLO.clinical_follow_up_gdc_current`","APOLLO","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","4","12/13/2023","","Data for the APOLLO program was extracted by CDA using the GDC API in September 2023. This table contains information about APOLLO patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:apollo, source_0:cda, source_1:gdc, status:current","follow__follow_up_id, case_id, follow__days_to_follow_up, follow__progression_or_recurrence_anatomic_site, follow__days_to_recurrence, follow__state, follow__created_datetime, follow__updated_datetime,"
"APOLLO CLINICAL DATA","isb-cgc-bq","APOLLO","clinical_gdc_current","`isb-cgc-bq.APOLLO.clinical_gdc_current`","APOLLO","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","87","12/13/2023","","Data for the APOLLO program was extracted by CDA using the GDC API in September 2023. This table contains information about APOLLO patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:apollo, source_0:cda, source_1:gdc, status:current","submitter_id, case_id, follow__count, diag__treat__count, primary_site, disease_type, proj__name, proj__project_id, demo__demographic_id, demo__gender, demo__race, demo__vital_status, demo__state, demo__created_datetime, demo__updated_datetime, exp__exposure_id, exp__tobacco_smoking_status, exp__pack_years_smoked, exp__state, exp__created_datetime, exp__updated_datetime, diag__diagnosis_id, diag__primary_diagnosis, diag__ajcc_pathologic_m, diag__site_of_resection_or_biopsy, diag__age_at_diagnosis, diag__days_to_last_follow_up, diag__ajcc_pathologic_stage, diag__tumor_grade, diag__morphology, diag__ajcc_pathologic_t, diag__ajcc_pathologic_n, diag__tissue_or_organ_of_origin, diag__state, diag__created_datetime, diag__updated_datetime, state, created_datetime, updated_datetime,"
"APOLLO CLINICAL DATA REL38 VERSIONED","isb-cgc-bq","APOLLO_versioned","clinical_diagnosis_treatment_gdc_r38","`isb-cgc-bq.APOLLO_versioned.clinical_diagnosis_treatment_gdc_r38`","APOLLO","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","84","12/13/2023","","Data for the APOLLO program was extracted by CDA using the GDC API in September 2023. This table contains information about APOLLO patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:apollo, source_0:cda, source_1:gdc, status:current","diag__treat__treatment_id, diag__diagnosis_id, case_id, diag__treat__treatment_type, diag__treat__treatment_intent_type, diag__treat__state, diag__treat__created_datetime, diag__treat__updated_datetime,"
"APOLLO CLINICAL DATA REL38 VERSIONED","isb-cgc-bq","APOLLO_versioned","clinical_follow_up_gdc_r38","`isb-cgc-bq.APOLLO_versioned.clinical_follow_up_gdc_r38`","APOLLO","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","4","12/13/2023","","Data for the APOLLO program was extracted by CDA using the GDC API in September 2023. This table contains information about APOLLO patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:apollo, source_0:cda, source_1:gdc, status:current","follow__follow_up_id, case_id, follow__days_to_follow_up, follow__progression_or_recurrence_anatomic_site, follow__days_to_recurrence, follow__state, follow__created_datetime, follow__updated_datetime,"
"APOLLO CLINICAL DATA REL38 VERSIONED","isb-cgc-bq","APOLLO_versioned","clinical_gdc_r38","`isb-cgc-bq.APOLLO_versioned.clinical_gdc_r38`","APOLLO","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","87","12/13/2023","","Data for the APOLLO program was extracted by CDA using the GDC API in September 2023. This table contains information about APOLLO patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:apollo, source_0:cda, source_1:gdc, status:current","submitter_id, case_id, follow__count, diag__treat__count, primary_site, disease_type, proj__name, proj__project_id, demo__demographic_id, demo__gender, demo__race, demo__vital_status, demo__state, demo__created_datetime, demo__updated_datetime, exp__exposure_id, exp__tobacco_smoking_status, exp__pack_years_smoked, exp__state, exp__created_datetime, exp__updated_datetime, diag__diagnosis_id, diag__primary_diagnosis, diag__ajcc_pathologic_m, diag__site_of_resection_or_biopsy, diag__age_at_diagnosis, diag__days_to_last_follow_up, diag__ajcc_pathologic_stage, diag__tumor_grade, diag__morphology, diag__ajcc_pathologic_t, diag__ajcc_pathologic_n, diag__tissue_or_organ_of_origin, diag__state, diag__created_datetime, diag__updated_datetime, state, created_datetime, updated_datetime,"
"APOLLO HG38 PER SAMPLE FILE METADATA","isb-cgc-bq","APOLLO","per_sample_file_metadata_hg38_gdc_current","`isb-cgc-bq.APOLLO.per_sample_file_metadata_hg38_gdc_current`","APOLLO","METADATA","hg38","CDA, GDC","FILE METADATA","","CURRENT","1,953","6/28/2024","","Data was extracted from file metadata information for APOLLO provided by CDA in April 2024 from the GDC release 40. More details: https://docs.gdc.cancer.gov/Data/Release_Notes/Data_Release_Notes/#data-release-400","access:open, category:metadata, data_type:file_metadata, program:apollo, reference_genome_0:hg38, source_0:cda, source_1:gdc, status:current","file_gdc_id, case_gdc_id, case_barcode, sample_gdc_id, sample_barcode, sample_type_name, project_short_name, project_short_name_suffix, program_name, data_type, data_category, experimental_strategy, file_type, file_size, data_format, platform, file_name_key, index_file_id, index_file_name_key, index_file_size, access, acl,"
"APOLLO HG38 PER SAMPLE FILE METADATA REL40 VERSIONED","isb-cgc-bq","APOLLO_versioned","per_sample_file_metadata_hg38_gdc_r40","`isb-cgc-bq.APOLLO_versioned.per_sample_file_metadata_hg38_gdc_r40`","APOLLO","METADATA","hg38","CDA, GDC","FILE METADATA","","CURRENT","1,953","6/28/2024","","Data was extracted from file metadata information for APOLLO provided by CDA in April 2024 from the GDC release 40. More details: https://docs.gdc.cancer.gov/Data/Release_Notes/Data_Release_Notes/#data-release-400","access:open, category:metadata, data_type:file_metadata, program:apollo, reference_genome_0:hg38, source_0:cda, source_1:gdc, status:current","file_gdc_id, case_gdc_id, case_barcode, sample_gdc_id, sample_barcode, sample_type_name, project_short_name, project_short_name_suffix, program_name, data_type, data_category, experimental_strategy, file_type, file_size, data_format, platform, file_name_key, index_file_id, index_file_name_key, index_file_size, access, acl,"
"APOLLO HG38 RNASEQ GENE EXPRESSION","isb-cgc-bq","APOLLO","RNAseq_hg38_gdc_current","`isb-cgc-bq.APOLLO.RNAseq_hg38_gdc_current`","APOLLO","PROCESSED -OMICS DATA","hg38","GDC","GENE EXPRESSION","RNASEQ","CURRENT","5,277,768","5/9/2024","","RNAseq data of the APOLLO program was extracted from release 39 of the active GDC archive in April 2024. The mRNA expression data was originally generated by Illumina GA or HiSeq sequencing runs and quantified using the GDC RNAseq analysis pipeline. RNA-Seq expression values, such as stranded and unstranded read counts per gene are produced by STAR. GDC also generated normalized values in the forms of FPKM and FPKM Upper Quartile using a custom pipeline.","access:open, category:processed_-omics_data, data_type:gene_expression, experimental_strategy:rnaseq, program:apollo, reference_genome_0:hg38, source:gdc, status:current","project_short_name, primary_site, case_barcode, sample_barcode, aliquot_barcode, gene_name, gene_type, Ensembl_gene_id, Ensembl_gene_id_v, unstranded, stranded_first, stranded_second, tpm_unstranded, fpkm_unstranded, fpkm_uq_unstranded, sample_type_name, case_gdc_id, sample_gdc_id, aliquot_gdc_id, file_gdc_id, platform,"
"APOLLO HG38 RNASEQ GENE EXPRESSION REL 39 VERSIONED","isb-cgc-bq","APOLLO_versioned","RNAseq_hg38_gdc_r39","`isb-cgc-bq.APOLLO_versioned.RNAseq_hg38_gdc_r39`","APOLLO","PROCESSED -OMICS DATA","hg38","GDC","GENE EXPRESSION","RNASEQ","CURRENT","5,277,768","5/9/2024","","RNAseq data of the APOLLO program was extracted from release 39 of the active GDC archive in April 2024. The mRNA expression data was originally generated by Illumina GA or HiSeq sequencing runs and quantified using the GDC RNAseq analysis pipeline. RNA-Seq expression values, such as stranded and unstranded read counts per gene are produced by STAR. GDC also generated normalized values in the forms of FPKM and FPKM Upper Quartile using a custom pipeline.","access:open, category:processed_-omics_data, data_type:gene_expression, experimental_strategy:rnaseq, program:apollo, reference_genome_0:hg38, source:gdc, status:current","project_short_name, primary_site, case_barcode, sample_barcode, aliquot_barcode, gene_name, gene_type, Ensembl_gene_id, Ensembl_gene_id_v, unstranded, stranded_first, stranded_second, tpm_unstranded, fpkm_unstranded, fpkm_uq_unstranded, sample_type_name, case_gdc_id, sample_gdc_id, aliquot_gdc_id, file_gdc_id, platform,"
